5683,-32233,-28899,203,-1156,1036,-1156,6558,-5879,1036,-5879,5271
5683,-32233,-28899,203,-1156,1036,-1156,6558,-5879,1036,-5879,5271
6245,-32129,-28627,246,-1266,1128,-1266,6515,-5805,1128,-5805,5172
6805,-32015,-28345,292,-1375,1217,-1375,6469,-5728,1217,-5728,5071
7362,-31892,-28345,342,-1482,1317,-1482,6419,-5705,1317,-5705,5071
665,-2669,-2358,-1256,5038,-4450,5038,-20206,17850,-4450,17850,-15769
710,-2650,-2327,-1441,5379,-4723,5379,-20077,17627,-4723,17627,-15476
756,-2637,-2327,-1634,5701,-5030,5701,-19884,17542,-5030,17542,-15476
6578,2928,-5898,5643,2512,5060,2512,1118,2252,5060,2252,4537
6485,2887,-5815,5643,2512,5060,2512,1118,2252,5060,2252,4537
6539,3049,-5910,5554,2589,5020,2589,1207,2340,5020,2340,4537
6651,3243,-5986,5462,2664,4916,2664,1299,2398,4916,2398,4425
6683,3405,-5990,5368,2735,4811,2735,1393,2451,4811,2451,4312
28899,15366,-25792,5271,2802,4704,2802,1490,2501,4704,2501,4198
6740,3736,-5989,5172,2867,4596,2867,1589,2547,4596,2547,4083
28345,16365,-25073,5071,2928,4486,2928,1690,2589,4486,2589,3968
-13832,29664,-24323,1207,-2589,-2123,-2589,5554,4554,-2123,4554,3734
-13832,29664,-24323,1207,-2589,-2123,-2589,5554,4554,-2123,4554,3734
-14348,29418,-23937,1299,-2664,-2167,-2664,5462,4444,-2167,4444,3616
-14859,29163,-23544,1393,-2735,-2208,-2735,5368,4334,-2208,4334,3498
-15366,28899,-23144,1490,-2802,-2244,-2802,5271,4221,-2244,4221,3380
-15868,28627,-22736,1589,-2867,-2277,-2867,5172,4108,-2277,4108,3263
-16365,28345,-21901,1690,-2928,-2262,-2928,5071,3918,-2262,3918,3027
-16857,28055,-21473,1793,-2985,-2284,-2985,4968,3802,-2284,3802,2910
-999,-809,-791,19540,15823,-15480,15823,12814,-12535,-15480,-12535,12263
-25436,-20598,-20151,4083,3307,-3235,3307,2678,-2619,-3235,-2619,2563
-25073,-21039,-19698,3968,3329,-3117,3329,2793,-2615,-3117,-2615,2449
-24702,-21473,-19238,3851,3348,-2999,3348,2910,-2607,-2999,-2607,2336
-24323,-21901,-18302,3734,3362,-2810,3362,3027,-2530,-2810,-2530,2114
-23937,-22322,-17826,3616,3372,-2693,3372,3145,-2511,-2693,-2511,2005
-23544,-22736,-17344,3498,3378,-2577,3378,3263,-2489,-2577,-2489,1898
-23144,-23144,-16857,3381,3381,-2462,3381,3380,-2462,-2462,-2462,1793
2735,-2641,-1726,-6752,6520,-4261,6520,-6296,4115,-4261,4115,-2689
2769,-2674,-1747,-6557,6332,-4138,6332,-6115,3996,-4138,3996,-2611
2874,-2680,-1723,-6431,5997,-3855,5997,-5593,3595,-3855,3595,-2310
2975,-2679,-1692,-6318,5689,-3593,5689,-5122,3235,-3593,3235,-2043
3076,-2674,-1592,-6188,5379,-3203,5379,-4676,2785,-3203,2785,-1658
3171,-2661,-1483,-6075,5098,-2842,5098,-4278,2385,-2842,2385,-1329
3271,-2649,-1439,-5915,4789,-2603,4789,-3878,2108,-2603,2108,-1145
3416,-2668,-1411,-5460,4266,-2256,4266,-3333,1762,-2256,1762,-932
748,1246,-376,-8445,-14055,-4243,-14055,-23391,-7063,-4243,-7063,-2132
749,1248,-376,-8440,-14048,-4241,-14048,-23380,-7059,-4241,-7059,-2131
727,1259,-327,-7959,-13785,-3580,-13785,-23877,-6202,-3580,-6202,-1611
708,1277,-303,-7469,-13475,-3203,-13475,-24311,-5779,-3203,-5779,-1373
685,1289,-253,-7004,-13173,-2590,-13173,-24776,-4872,-2590,-4872,-958
662,1300,-228,-6551,-12858,-2257,-12858,-25237,-4430,-2257,-4430,-777
640,1314,-178,-6105,-12518,-1697,-12518,-25667,-3480,-1697,-3480,-471
619,1329,-127,-5667,-12154,-1168,-12154,-26065,-2506,-1168,-2506,-241
-31300,9569,-571,6183,-1890,-112,-1890,578,34,-112,34,2
-31300,9569,-571,6183,-1890,-112,-1890,578,34,-112,34,2
-31463,9021,-571,6248,-1791,-113,-1791,513,32,-113,32,2
-31615,8471,0,6309,-1690,0,-1690,452,0,0,0,0
-31758,7918,571,6366,-1587,114,-1587,395,-28,114,-28,2
-31892,7362,1142,6419,-1482,229,-1482,342,-53,229,-53,8
-32015,6805,1713,6469,-1375,346,-1375,292,-73,346,-73,18
-32129,6245,2852,6515,-1266,578,-1266,246,-112,578,-112,51
-12789,-30129,3988,1032,2432,321,2432,5729,758,321,758,100
-12789,-30129,3988,1032,2432,321,2432,5729,758,321,758,100
-12261,-30347,3988,948,2348,308,2348,5813,764,308,764,100
-11729,-30557,4555,868,2262,337,2262,5893,878,337,878,130
-880,-2419,402,-2675,-7350,-1223,-7350,-20195,-3362,-1223,-3362,-559
-831,-2415,443,-2441,-7089,-1302,-7089,-20589,-3781,-1302,-3781,-694
-786,-2421,485,-2206,-6789,-1362,-6789,-20896,-4192,-1362,-4192,-841
-473,-1548,308,-2608,-8532,-1702,-8532,-27908,-5568,-1702,-5568,-1111
3197,-977,695,-15290,4674,3324,4674,-1429,-1016,3324,-1016,-722
3186,-974,692,-15378,4701,3343,4701,-1437,-1022,3343,-1022,-726
